Week, Quantity, Amount, A, B, C, D, E, F, G, H, I, J, L, O
2015-03-30, 2, 1300, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-29, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-26, 1, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2015-03-25, 2, 1300, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-24, 2, 1300, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-20, 1, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2015-03-19, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-18, 1, 650, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-16, 2, 1300, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-14, 1, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2015-03-13, 2, 1300, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-03-11, 5, 3250, 0, 0, 3, 0, 1, 0, 0, 0, 0, 0, 1, 0
2015-03-10, 1, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0
2015-03-07, 1, 650, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-02-28, 1, 650, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-02-23, 3, 1950, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0
2015-02-13, 2, 1300, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-02-10, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-02-05, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-02-03, 2, 1300, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-02-02, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2015-01-27, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-17, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-16, 5, 3250, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-09, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-04, 2, 1300, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-03, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-12-01, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-30, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-29, 2, 1300, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-25, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-20, 1, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2014-11-18, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-17, 1, 650, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
2014-11-13, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-12, 2, 1300, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-10, 3, 1950, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-05, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-03, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-11-01, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-28, 1, 650, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
2014-10-25, 2, 1300, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0
